"logFC","AveExpr","t","P.Value","adj.P.Val","B","ProbeID","Gene"
3.10640363636365,5.45668988764045,29.7916146585866,3.85469379156182e-108,3.30139697501918e-105,236.285166702375,"201890_at","RRM2"
-2.73284414141412,5.98121123595506,-29.731729556439,7.00679230657716e-108,5.77878707714297e-105,235.68967032608,"207584_at","LPA"
1.56629060606062,9.44006741573034,29.5047570358307,6.77235463253423e-107,5.38595689133115e-104,233.429016113872,"203316_s_at","SNRPE"
-3.42793373737373,6.34739325842697,-29.4055278814568,1.82910934611255e-106,1.40450368687015e-103,232.43888988575,"220432_s_at","CYP39A1"
-3.43780828282828,6.56155505617978,-29.2531042314799,8.43274601463068e-106,6.25934627512654e-103,230.915862615212,"206755_at","CYP2B6"
-2.59766979797978,5.91571235955056,-29.0412294989158,7.08596814888491e-105,5.09001092707642e-102,228.794570242063,"206938_at","SRD5A2"
-5.44558383838382,9.00528764044944,-28.8378189274729,5.49379163038205e-104,3.82299225079211e-101,226.75344314605,"220491_at","HAMP"
2.39153959595962,5.37072359550562,28.8336373349898,5.7303025319936e-104,3.86673869037677e-101,226.711436202942,"207828_s_at","CENPF"
2.4395973737374,6.21022247191011,28.7013090698669,2.17708078942411e-103,1.42585985349694e-100,225.381143754588,"218039_at","NUSAP1"
-2.76352050505049,6.84413707865169,-28.5944159331082,6.40814733364575e-103,4.07704642358925e-100,224.305190638989,"201693_s_at","EGR1"
-3.98175434343431,9.27629887640449,-28.5396822484473,1.11431642925005e-102,6.8926661795945e-100,223.753790920221,"213629_x_at","MT1F"
2.88185464646467,5.88045842696629,28.3907051706454,5.03143085125904e-102,3.02810546475233e-99,222.251368430281,"209773_s_at","RRM2"
-1.84507060606059,5.41767640449438,-28.3752845776258,5.88186071606036e-102,3.44677037961137e-99,222.095720465641,"220070_at","KDM8"
-2.94060494949494,6.813,-28.3542563469306,7.27811320532309e-102,4.15561602195217e-99,221.883431849544,"205554_s_at","DNASE1L3"
2.4259377777778,5.00139775280899,28.251427808512,2.06371965449038e-101,1.1488727316548e-98,220.844674867478,"209714_s_at","CDKN3"
2.79110666666669,6.26623370786517,28.1231233813963,7.58721064301631e-101,4.12078064874847e-98,219.547035012157,"202503_s_at","PCLAF"
1.29879575757578,7.38008539325843,28.0616832029386,1.41613143816132e-100,7.50819401547052e-98,218.925046698751,"214431_at","GMPS"
3.04716494949497,5.41107865168539,28.0470793714573,1.64265957100935e-100,8.50668449470612e-98,218.777148508685,"201291_s_at","TOP2A"
1.22369040404043,8.93225168539326,27.9905501196273,2.91802363951689e-100,1.47678523647186e-97,218.204452335752,"211609_x_at","PSMD4"
2.19710252525255,5.9490808988764,27.964346244846,3.80899054338751e-100,1.88485780933673e-97,217.938871743501,"204023_at","RFC4"
1.60275444444448,7.92623146067416,27.945450301984,4.61611274984264e-100,2.23459997203252e-97,217.747315147414,"201128_s_at","ACLY"
2.71905282828285,5.15562471910112,27.8615601236098,1.08397854508714e-99,5.13575196638305e-97,216.896448328249,"201292_at","TOP2A"
2.47391909090911,4.85929887640449,27.7567476300938,3.15251219050102e-99,1.46250294704327e-96,215.832382428407,"203213_at","CDK1"
-2.28963535353534,6.13231011235955,-27.7240743482168,4.39828147636381e-99,1.99879452889121e-96,215.500456332771,"214420_s_at","CYP2C9"
1.99863272727274,7.07047191011236,27.6737095043818,7.35037262831839e-99,3.27356195374788e-96,214.988595111011,"218728_s_at","CNIH4"
-2.44125414141413,7.05389438202247,-27.6565703810622,8.75446811399906e-99,3.82244109730453e-96,214.814351820708,"209531_at","GSTZ1"
-1.44828585858585,5.05998426966292,-27.5360608563974,2.99500590250489e-98,1.28255368148036e-95,213.588386334755,"206380_s_at","CFP"
1.70480949494952,6.28475505617978,27.5205574626631,3.50882965130342e-98,1.47423808821178e-95,213.430564083867,"202690_s_at","SNRPD1"
1.51045666666669,8.16056404494382,27.5123111183713,3.81718050241424e-98,1.57409213755112e-95,213.346607957128,"201577_at","NME1"
-3.14943717171716,7.6314606741573,-27.4809071230254,5.26108836860639e-98,2.13007119622049e-95,213.026822805349,"209687_at","CXCL12"
-1.45955797979796,5.70913033707865,-27.4025445199954,1.17201788063763e-97,4.57868318702432e-95,212.2284427511,"210106_at","RDH5"
1.59980515151517,6.87025842696629,27.397018067173,1.24015607517187e-97,4.76134404860814e-95,212.172115253634,"217946_s_at","SAE1"
1.84975070707073,6.60688539325843,27.3264069364431,2.5536484070841e-97,9.63807503880487e-95,211.452163224909,"200052_s_at","ILF2"
-2.56018464646463,5.50643370786517,-27.2143134854755,8.04547520448597e-97,2.98594403089156e-94,210.308274847317,"204955_at","SRPX"
2.47080272727275,5.5839595505618,27.1977903031794,9.52929742348306e-97,3.47866221354296e-94,210.139558199717,"204026_s_at","ZWINT"
-2.41279717171716,6.1897191011236,-27.1868143506625,1.06634428162591e-96,3.82989588116866e-94,210.027469462931,"206680_at","CD5L"
0.781101414141444,11.6621752808989,27.1445599785847,1.64418478517635e-96,5.81154076131855e-94,209.595852392563,"211978_x_at","PPIA"
-3.96605393939392,8.1803191011236,-27.1106250758629,2.32825574901014e-96,8.10087484671215e-94,209.249094341372,"209614_at","ADH1B"
2.27459212121215,5.86122921348315,27.038876224298,4.85975491556843e-96,1.6648772686135e-93,208.515584344086,"208079_s_at","AURKA"
2.37602787878791,6.89710786516854,27.034332133938,5.09168656008886e-96,1.71790418666756e-93,208.469112504125,"204170_s_at","CKS2"
-2.42087999999998,7.1999595505618,-27.0121402352706,6.39374026156461e-96,2.12501206185852e-93,208.242131038769,"203666_at","CXCL12"
-3.50144656565654,9.4267011235955,-27.0076328456709,6.69643419966946e-96,2.1928852464447e-93,208.196023289138,"217165_x_at","MT1F"
0.791855151515184,11.6674943820225,26.8990844697599,2.04112691183245e-95,6.58721943082391e-93,207.085071849916,"211378_x_at","PPIA"
1.24607696969699,8.23017528089888,26.8433136168606,3.62025926928502e-95,1.15165619154913e-92,206.513854975875,"209609_s_at","MRPL9"
2.37476565656567,5.26786966292135,26.8210272465499,4.5522275972576e-95,1.42773245261595e-92,206.285513392409,"206102_at","GINS1"
-2.2909416161616,6.27623146067416,-26.7917997029033,6.14784260671407e-95,1.90139109953207e-92,205.985985098973,"220186_s_at","CDHR2"
-2.29805444444441,8.36371235955056,-26.7499789029627,9.45165642617227e-95,2.88314363421923e-92,205.557263729666,"221848_at","ZGPAT"
-2.00426767676766,4.79185168539326,-26.7125065004738,1.38972869290808e-94,4.18195655860501e-92,205.17298451261,"207995_s_at","CLEC4M"
-2.40826454545452,7.96784269662921,-26.6920576605065,1.71520516376345e-94,5.09255847822462e-92,204.963228192122,"57539_at","ZGPAT"
-1.9595113131313,5.09424494382022,-26.6350684317276,3.08380805039566e-94,9.03555758765927e-92,204.37845568908,"211489_at","ADRA1A"
1.6912477777778,5.99757528089888,26.5294718458223,9.15146258479256e-94,2.64655543945663e-91,203.294149032367,"203429_s_at","SUCO"
-2.61456727272725,6.96735505617978,-26.4717991734334,1.65836075613039e-93,4.73440734839891e-91,202.701525354956,"209335_at","DCN"
2.22687585858587,7.58773483146067,26.3934466492327,3.72091276052139e-93,1.04882639685178e-90,201.895933709455,"218350_s_at","GMNN"
-3.57341959595958,7.35689662921348,-26.3453811527029,6.11037210325219e-93,1.70082207494025e-90,201.401476424133,"222083_at","GLYAT"
1.17950080808082,5.7764404494382,26.3414062586301,6.36628500629465e-93,1.75017820395271e-90,201.360577069095,"212247_at","NUP205"
-2.04352787878786,5.12771011235955,-26.3205598300957,7.89486848243624e-93,2.1439381874011e-90,201.146056965221,"215712_s_at","IGFALS"
-1.82852636363634,6.80275056179775,-26.2046361616327,2.61426635635338e-92,7.01379315943097e-90,199.952461000913,"202861_at","PER1"
-2.87485555555554,8.83192134831461,-26.1363489561569,5.29543629831755e-92,1.40379494632066e-89,199.248810831859,"201694_s_at","EGR1"
1.12904434343436,6.52426966292135,26.1089622456712,7.02899040055399e-92,1.84143009693572e-89,198.966499519101,"208644_at","PARP1"
-1.97730080808079,5.86097752808989,-26.0585315510978,1.184251674709e-91,3.06638561539767e-89,198.446477768609,"222291_at","FAM149A"
1.17508030303033,8.82812808988764,26.0364675503182,1.48796138045178e-91,3.80849701378165e-89,198.218895229901,"200882_s_at","PSMD4"
0.806226767676806,11.6830382022472,26.0212276435951,1.74214606363949e-91,4.40842142558228e-89,198.061677093378,"211765_x_at","PPIA"
0.805182626262667,11.8152966292135,26.0151222461987,1.85577994696357e-91,4.643203130223e-89,197.99868707,"201293_x_at","PPIA"
-1.93988858585857,8.31674382022472,-25.9936754381189,2.31704261567583e-91,5.73287832954105e-89,197.777393495628,"213375_s_at","N4BP2L1"
-4.11725727272725,7.19261797752809,-25.9488799548791,3.68427122658661e-91,9.01553315094842e-89,197.315059195246,"217546_at","MT1M"
1.52254949494951,5.62750112359551,25.8560500476863,9.63779794048031e-91,2.3327661362893e-88,196.35643473848,"201714_at","TUBG1"
0.786745959595992,11.8078247191011,25.8512599566204,1.01282849628334e-90,2.42512526400403e-88,196.306949859269,"212661_x_at","PPIA"
1.78480545454547,5.56358426966292,25.7611093954475,2.57877933864449e-90,6.10896365031228e-88,195.37528597358,"204767_s_at","FEN1"
1.59473929292931,5.7034606741573,25.757299722839,2.6827020782523e-90,6.28825367142339e-88,195.335900316234,"205449_at","SAC3D1"
1.41536747474749,6.49789887640449,25.7239392458611,3.79179785829084e-90,8.79539111546046e-88,194.990958817818,"209836_x_at","BOLA2"
1.1946681818182,8.06497752808989,25.7102476400497,4.37049237657173e-90,1.00332086846907e-87,194.849364178617,"208822_s_at","DAP3"
1.37045040404043,7.37625617977528,25.6214289827307,1.09861212184529e-89,2.49631578869908e-87,193.930464555893,"209219_at","NELFE"
-1.07342353535353,4.92731685393258,-25.6070031575341,1.27611093398343e-89,2.87034730080231e-87,193.781158932944,"336_at","TBXA2R"
-1.33436404040403,6.44910337078652,-25.556302926129,2.16045306503882e-89,4.81089688522845e-87,193.256287602624,"36829_at","PER1"
-2.24820555555553,7.91971685393258,-25.5520860387222,2.25718306431301e-89,4.97652994813089e-87,193.212623437976,"206610_s_at","F11"
4.81492828282831,7.43994157303371,25.4204621709565,8.86356645469601e-89,1.93503821385462e-86,191.849017636798,"209220_at","GPC3"
-1.58651343434343,5.10353483146067,-25.3999009394399,1.09763271369195e-88,2.37301798723226e-86,191.635885551661,"214180_at","MAN1C1"
-2.49171373737372,6.11046292134832,-25.3633003324543,1.60608752359501e-88,3.43888047840515e-86,191.256413955432,"205307_s_at","KMO"
-3.48485707070706,10.3921617977528,-25.3610714000739,1.64375822823154e-88,3.48601983107237e-86,191.233301308973,"204745_x_at","MT1G"
1.68359969696971,6.51147191011236,25.3461184330755,1.92038815939115e-88,4.03426448427568e-86,191.078238580728,"205436_s_at","H2AX"
1.44957979797982,6.44784269662921,25.3329172601866,2.2030904346144e-88,4.58489885962555e-86,190.941327952994,"209044_x_at","SF3B4"
2.05103121212123,5.42003370786517,25.3209509771869,2.49517651759555e-88,5.14468432350165e-86,190.817213119727,"212551_at","CAP2"
-1.48058585858585,6.01495280898876,-25.3136511315741,2.69207708400273e-88,5.49974059693328e-86,190.741493489089,"214419_s_at","CYP2C9"
2.27282424242426,5.06168988764045,25.2362562591654,6.02451679845237e-88,1.21958127334489e-85,189.938448492694,"218585_s_at","DTL"
1.50339383838386,6.1990202247191,25.2075243957637,8.12536784337261e-88,1.63005127149749e-85,189.640214671398,"218594_at","HEATR1"
1.65146141414144,6.72364494382022,25.1899846286918,9.75366839528633e-88,1.93923828416282e-85,189.458123653472,"203120_at","TP53BP2"
-2.74300020202019,8.65349887640449,-25.1526043865185,1.43964599353918e-87,2.83699442337437e-85,189.069980991237,"207718_x_at","CYP2A7"
-1.59496494949494,8.7161797752809,-25.1397713128925,1.64556758677497e-87,3.21434201950043e-85,188.936703452939,"206453_s_at","NDRG2"
-1.2977109090909,5.77964494382022,-25.0821257978712,3.0004223302062e-87,5.80986125643753e-85,188.337879460923,"214906_x_at","N4BP2L1"
1.28621010101013,6.71187640449438,25.0714340601561,3.35411390060736e-87,6.43874209816592e-85,188.226786746957,"218595_s_at","HEATR1"
1.34900898989902,10.7778786516854,25.0703731873573,3.39140744560168e-87,6.4546889742443e-85,188.215763276604,"211072_x_at","TUBA1B"
1.90110828282831,7.31796179775281,25.0646235918944,3.60086455606027e-87,6.79525863850424e-85,188.156018136358,"201664_at","SMC4"
1.34121777777781,9.94294382022472,25.0375102035836,4.77700198659722e-87,8.93901514601234e-85,187.874245672104,"201090_x_at","TUBA1B"
-1.253682020202,6.09440674157303,-25.0301011175223,5.16062211060686e-87,9.57639442991613e-85,187.797238491545,"202366_at","ACADS"
-2.52386353535351,7.96294831460674,-25.0285548165845,5.24449370419705e-87,9.65160213264958e-85,187.781166340054,"211231_x_at","CYP4A11"
0.918820303030331,7.75985842696629,24.9346017236922,1.39718174706628e-86,2.55020025767802e-84,186.804304336701,"200829_x_at","ZNF207"
1.90228090909093,5.79618651685393,24.8521009919738,3.30485268687817e-86,5.98312679930106e-84,185.946003397165,"201663_s_at","SMC4"
1.33798797979802,10.7790516853933,24.8406300963877,3.72524867450079e-86,6.68982560353093e-84,185.826627757149,"213646_x_at","TUBA1A"
-1.96330444444443,6.31861797752809,-24.8198338856918,4.62854694679811e-86,8.24547867290403e-84,185.610181964958,"208369_s_at","GCDH"
1.3154983838384,6.64551235955056,24.8090567830972,5.17979789545836e-86,9.15426504254498e-84,185.498002755305,"202469_s_at","CPSF6"
1.94631424242426,6.40995056179775,24.7849796091942,6.66042327716748e-86,1.16782917744855e-83,185.247353844225,"217820_s_at","ENAH"
-1.64803757575756,7.59941348314607,-24.7689526627804,7.87395470993675e-86,1.36982205844431e-83,185.080487643442,"210105_s_at","FYN"
-3.18779686868685,10.2902516853933,-24.7054101190056,1.52921299976166e-85,2.63972985106145e-83,184.418735978259,"204326_x_at","MT1X"
1.490717979798,6.64162471910112,24.7039159992083,1.55327307884796e-85,2.66063730152203e-83,184.403172466829,"201377_at","UBAP2L"
2.06178080808082,4.47253707865169,24.6948327307289,1.70791462953409e-85,2.90319411988284e-83,184.308553290884,"219787_s_at","ECT2"
-1.31058181818181,4.67052808988764,-24.6868792605367,1.85592165552065e-85,3.13088359281318e-83,184.225698515931,"213661_at","PAMR1"
-2.06186898989897,7.61418651685393,-24.6421193487166,2.9629059893045e-85,4.96075117066411e-83,183.759335978188,"218544_s_at","RCL1"
-3.04497626262622,10.6877370786517,-24.6313898288663,3.31456143708176e-85,5.50810851350273e-83,183.647523107757,"208581_x_at","MT1X"
0.918001515151547,10.1136898876404,24.6255182682962,3.5243762756016e-85,5.81339340037752e-83,183.586332042575,"202244_at","PSMB4"
-1.56198080808079,6.57477078651685,-24.6021016322143,4.50195216049055e-85,7.37128461101497e-83,183.342270493394,"209447_at","SYNE1"
1.53007363636367,7.5611191011236,24.5937683062474,4.91179775304058e-85,7.98364323829982e-83,183.255407079902,"201327_s_at","CCT6A"
-2.27402878787878,5.10710561797753,-24.5907847967317,5.06743686339686e-85,8.05768661467842e-83,183.224307002203,"205984_at","CRHBP"
-3.03698444444443,6.76274606741573,-24.5904793299053,5.08364786742607e-85,8.05768661467842e-83,183.221122785562,"207027_at","HGFAC"
1.37394595959599,8.04812359550562,24.590421772508,5.08670822071731e-85,8.05768661467842e-83,183.220522800829,"200788_s_at","PEA15"
2.08707181818184,6.35562921348315,24.5901329697808,5.10209184780698e-85,8.05768661467842e-83,183.217512285681,"201930_at","MCM6"
1.45594090909093,6.25180898876405,24.5727066147703,6.12188680482839e-85,9.60015319506469e-83,183.035847676902,"218622_at","NUP37"
-1.77335363636363,5.23067415730337,-24.5455754923009,8.13038301339704e-85,1.2660655170792e-82,182.752974146053,"205789_at","CD1D"
1.30963090909093,10.7799820224719,24.5264667680893,9.92916192209625e-85,1.53543456723083e-82,182.553714652871,"211058_x_at","TUBA1B"
1.23565848484851,8.8983393258427,24.5162392939525,1.10503294017051e-84,1.69702575942876e-82,182.447056174809,"210460_s_at","PSMD4"
1.23731959595961,6.27762921348315,24.435564706063,2.57025367106126e-84,3.9201649826844e-82,181.605495080941,"202261_at","VPS72"
1.77035191919194,6.24768539325843,24.4235434151408,2.91486511051346e-84,4.41552491706896e-82,181.480058751968,"202954_at","UBE2C"
1.49704353535355,5.13297303370786,24.3536787173056,6.05710270295833e-84,9.11348398577541e-82,180.750873933976,"219037_at","RRP15"
-2.22512616161615,6.02381348314607,-24.3468998748502,6.50268396703025e-84,9.71823936763957e-82,180.680106183935,"213832_at","KCND3"
-3.42603555555554,7.45633483146067,-24.3147322512935,9.10743716912309e-84,1.35202940588022e-81,180.344253197527,"205531_s_at","GLS2"
1.10672929292932,9.70916404494382,24.3062815363875,9.9502961317893e-84,1.46662500040885e-81,180.256011055929,"200826_at","SNRPD2"
-3.08737737373734,10.0687483146067,-24.3056999682526,1.00110921529615e-83,1.46662500040885e-81,180.249938174592,"206461_x_at","MT1H"
-3.28347282828282,7.39829438202247,-24.3015176017044,1.04593955960904e-83,1.52228641263883e-81,180.206264232076,"202992_at","C7"
-3.59004070707068,9.32684269662921,-24.2848365732522,1.245636762776e-83,1.80115840477246e-81,180.032063547928,"206754_s_at","CYP2B6"
-1.94067747474744,11.6702449438202,-24.235229108597,2.09463251607082e-83,3.00924366889451e-81,179.513909971505,"207076_s_at","ASS1"
1.44959626262628,7.64051011235955,24.221682645949,2.41410526273109e-83,3.44598051221128e-81,179.372390145189,"213175_s_at","SNRPB"
-1.39407050505049,4.73330561797753,-24.2046250649244,2.8866231771998e-83,4.0942245165532e-81,179.194173897198,"220446_s_at","CHST4"
2.89224363636366,6.89560674157303,24.1932628576253,3.25167357627007e-83,4.58006168457101e-81,179.075452729062,"209218_at","SQLE"
-1.39226494949494,5.75156853932584,-24.1927179541937,3.27029732282553e-83,4.58006168457101e-81,179.069758959659,"217197_x_at","N4BP2L1"
-2.20398434343433,6.11192134831461,-24.1674715298925,4.26101074323235e-83,5.93026170189362e-81,178.805936153022,"213706_at","GPD1"
1.95863585858587,4.80990786516854,24.1191308587766,7.07314109535941e-83,9.78290098828964e-81,178.300674631949,"207165_at","HMMR"
1.58045000000002,7.50965393258427,24.0987400889382,8.75934034516047e-83,1.20403080744465e-80,178.087506850309,"201897_s_at","CKS1B"
-2.84621939393938,10.3615730337079,-24.0821023804855,1.04291032279903e-82,1.42475626184594e-80,177.913555989028,"216336_x_at","MT1E"
-2.27843949494948,5.79295730337079,-24.052938341066,1.41608701916301e-82,1.9227698623611e-80,177.608600643626,"210377_at","ACSM3"
1.69673202020204,4.35875730337079,23.9879193916379,2.80110711054006e-82,3.78030625075794e-80,176.92854957305,"218755_at","KIF20A"
-3.40737494949493,7.93684269662921,-23.9868527315357,2.83263434026662e-82,3.79982539090705e-80,176.917391062104,"214621_at","GYS2"
1.34700585858588,8.46980674157303,23.9434902737439,4.46496599324168e-82,5.91820611532772e-80,176.463714430485,"200652_at","SSR2"
1.2751082828283,7.59484494382022,23.9331374255326,4.97747221639616e-82,6.55848232631419e-80,176.355382792965,"201587_s_at","IRAK1"
-2.60842141414138,10.3702988764045,-23.9125949921348,6.17523873308558e-82,8.08883624166763e-80,176.140410097785,"211456_x_at","MT1HL1"
-1.29003303030301,5.23462247191011,-23.8683612695909,9.82500052131575e-82,1.27943340122023e-79,175.67743274195,"207069_s_at","SMAD6"
-3.50724828282826,8.22984494382023,-23.8635103013607,1.03383897421487e-81,1.33846083010562e-79,175.626652936784,"207244_x_at","CYP2A6"
-2.00478383838381,8.33501797752809,-23.8557391690259,1.12173502358882e-81,1.44386101186565e-79,175.545302233213,"218285_s_at","BDH2"
3.29853484848487,5.57893033707865,23.8405206422008,1.31611221112828e-81,1.68432107571291e-79,175.385980216091,"202422_s_at","ACSL4"
1.18150535353538,7.63844943820225,23.8385340596509,1.34385665003928e-81,1.70999999331856e-79,175.365181844246,"200843_s_at","EPRS1"
1.43949313131315,4.82464269662921,23.8272317199317,1.5132137398048e-81,1.91455929306666e-79,175.246848774822,"209825_s_at","UCK2"
-2.49012545454543,11.450793258427,-23.8212813578622,1.61079288104716e-81,2.02650485170385e-79,175.184546964182,"212185_x_at","MT2A"
-1.95409232323229,7.47753033707865,-23.8202628741952,1.62811493159114e-81,2.03679007284671e-79,175.17388298697,"218424_s_at","STEAP3"
-2.97361666666666,8.35403595505618,-23.7948598005426,2.12597286842669e-81,2.6447577560964e-79,174.907883299323,"217319_x_at","CYP4A11"
-1.57624858585858,5.60320674157303,-23.785674040138,2.34132142308261e-81,2.89647474717798e-79,174.811689131589,"210565_at","GCGR"
1.49193626262629,6.64661797752809,23.7737513337778,2.65370483307166e-81,3.26479001231158e-79,174.686826631521,"203714_s_at","TBCE"
-2.83119585858584,9.78751011235955,-23.7559321523998,3.20000141433256e-81,3.91525447771195e-79,174.500198125308,"205998_x_at","CYP3A4"
1.26688030303033,6.99674382022472,23.7241506887313,4.46855326109484e-81,5.43747235071366e-79,174.167294206617,"212591_at","RBM34"
-2.48862414141412,8.31299325842697,-23.7199661000031,4.66941719445106e-81,5.65100989598023e-79,174.123457562577,"206541_at","KLKB1"
1.30526646464651,10.0363752808989,23.6873129248025,6.58088435842543e-81,7.92125042667122e-79,173.781359893126,"212639_x_at","TUBA1A"
-3.30885272727272,7.39555730337079,-23.6839738300898,6.81592003971695e-81,8.16004878733425e-79,173.746374035243,"211896_s_at","DCN"
-1.81369676767676,4.67491685393258,-23.6757308376338,7.43272500963895e-81,8.85090484035509e-79,173.660004374398,"205773_at","CPEB3"
-3.07337474747474,6.47651011235955,-23.672945840405,7.65349856943014e-81,9.06532479489736e-79,173.630822513415,"219954_s_at","GBA3"
-3.0688017171717,7.84503595505618,-23.6551575282873,9.2269407949754e-81,1.08711914085985e-78,173.444422860045,"211813_x_at","DCN"
-3.80663808080805,8.27180898876404,-23.6037818170199,1.58347256702072e-80,1.85582984854828e-78,172.905976951789,"211295_x_at","CYP2A6"
1.73253232323234,6.24024494382022,23.5983526106719,1.67648894455997e-80,1.95455789620217e-78,172.849067975897,"217755_at","JPT1"
1.76926484848486,4.77725393258427,23.5785618813415,2.06429660822836e-80,2.39415400375151e-78,172.641608764256,"203358_s_at","EZH2"
-2.74724808080808,7.74450561797753,-23.5770060193873,2.09834587155943e-80,2.4210345009267e-78,172.625298374057,"208937_s_at","ID1"
-1.61149969696968,6.31248314606742,-23.5701824582122,2.25443684061798e-80,2.58772162715882e-78,172.553764271685,"203547_at","CD4"
-1.76094606060605,7.27260674157303,-23.5529460889187,2.70243669570826e-80,3.08604412000162e-78,172.373058138354,"203500_at","GCDH"
1.79713161616164,4.5369393258427,23.5358443274007,3.23492805938249e-80,3.67527438909844e-78,172.193748534226,"204641_at","NEK2"
1.28811313131315,7.52480224719101,23.5236031834716,3.67940546663437e-80,4.15903558025453e-78,172.065392888432,"202544_at","GMFB"
1.42221696969699,6.12313483146067,23.4597157904171,7.20516192655356e-80,8.10325988790377e-78,171.395375857931,"201518_at","CBX1"
1.39174929292931,8.77777528089888,23.4074964800501,1.2481559453614e-79,1.39668023071898e-77,170.847580211338,"221923_s_at","NPM1"
1.59130959595963,6.12406292134831,23.3952985938985,1.41911424707501e-79,1.57844127417115e-77,170.719602058589,"201555_at","MCM3"
1.17692737373739,5.93414382022472,23.3949209713339,1.42476511634813e-79,1.57844127417115e-77,170.715639993902,"211594_s_at","MRPL9"
-1.16940444444443,4.67272808988764,-23.2782610286776,4.86489095334365e-79,5.36294018559685e-77,169.491309530398,"215014_at","KCND3"
1.47671848484851,6.05412359550562,23.2448574439443,6.91565108403872e-79,7.58609449947656e-77,169.140628307961,"208694_at","PRKDC"
1.28148070707073,10.4657078651685,23.2383000501105,7.41009296745304e-79,8.08862500976687e-77,169.071780849493,"209251_x_at","TUBA1C"
-1.28887868686867,5.3324606741573,-23.2349785270076,7.67388233278909e-79,8.33570789202671e-77,169.036906744599,"220975_s_at","C1QTNF1"
1.69013010101012,4.67870561797753,23.2308532724826,8.01461930861589e-79,8.66357003709993e-77,168.993593230126,"204825_at","MELK"
-3.18252828282825,10.6874292134831,-23.2060914527194,1.04026377992076e-78,1.11906250489254e-76,168.733588158535,"212859_x_at","MT1E"
-3.48776616161615,7.9636,-23.2048798652632,1.05362382564949e-78,1.12798535334437e-76,168.720865500929,"220801_s_at","HAO2"
